"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","PCT","Percent","2018","","","","39.3396226415094"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","PCT","Percent","2018","","","","38.7053571428571"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","PCT","Percent","2017","","","","38.7053571428571"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","63","Other made up textile articles; sets; worn clothing and worn textile articles; rags","A","Annual","A","Annual","PCT","Percent","2018","","","","33.3613445378151"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","63","Other made up textile articles; sets; worn clothing and worn textile articles; rags","A","Annual","A","Annual","PCT","Percent","2017","","","","33.3613445378151"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","64","Footwear, gaiters and the like; parts of such articles","A","Annual","A","Annual","PCT","Percent","2017","","","","56.2"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","64","Footwear, gaiters and the like; parts of such articles","A","Annual","A","Annual","PCT","Percent","2018","","","","56.2"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","37.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","37.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","PCT","Percent","2018","","","","37.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","PCT","Percent","2017","","","","37.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","PCT","Percent","2017","","","","13.3673469387755"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","PCT","Percent","2018","","","","13.3673469387755"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","PCT","Percent","2017","","","","29.0287356321839"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","PCT","Percent","2018","","","","29.0287356321839"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","PCT","Percent","2018","","","","23.2604166666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","PCT","Percent","2017","","","","23.2604166666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","PCT","Percent","2018","","","","10.6698113207547"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","PCT","Percent","2017","","","","10.6698113207547"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","PCT","Percent","2017","","","","3.60778443113772"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","PCT","Percent","2018","","","","3.60778443113772"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","PCT","Percent","2018","","","","16.2046370967742"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","PCT","Percent","2017","","","","16.19383640553"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","74","Copper and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5.96666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","74","Copper and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5.96666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","75","Nickel and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","8.52941176470588"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","75","Nickel and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","8.52941176470588"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","76","Aluminium and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","16.0761904761905"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","76","Aluminium and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","16.0761904761905"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","78","Lead and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","78","Lead and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","79","Zinc and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","6.44444444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","79","Zinc and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","6.44444444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","80","Tin and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5.2"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","80","Tin and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5.2"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","81","Other base metals; cermets; articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5.38541666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","81","Other base metals; cermets; articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5.38541666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","A","Annual","A","Annual","PCT","Percent","2017","","","","11.3098958333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","A","Annual","A","Annual","PCT","Percent","2018","","","","11.3098958333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","83","Miscellaneous articles of base metal","A","Annual","A","Annual","PCT","Percent","2017","","","","18.1111111111111"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","83","Miscellaneous articles of base metal","A","Annual","A","Annual","PCT","Percent","2018","","","","18.1111111111111"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5.67146614069691"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5.65556494787264"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2017","","","","11.1649539654922"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2018","","","","11.1657828282828"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","86","Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment ","A","Annual","A","Annual","PCT","Percent","2018","","","","6.1304347826087"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","86","Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment ","A","Annual","A","Annual","PCT","Percent","2017","","","","6.1304347826087"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","818","EGY","Egypt","-","","-","HS","Harmonized System","87","Vehicles other than railway or tramway rollingstock, and parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","20.2037215787216"
