"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","78","Lead and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","79","Zinc and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","79","Zinc and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","80","Tin and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","80","Tin and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","81","Other base metals; cermets; articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","81","Other base metals; cermets; articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","83","Miscellaneous articles of base metal","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","83","Miscellaneous articles of base metal","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","4.91279069767442"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","4.91279069767442"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2018","","","","4.75471698113208"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2017","","","","4.75471698113208"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","86","Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment ","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","86","Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment ","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","87","Vehicles other than railway or tramway rollingstock, and parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","87","Vehicles other than railway or tramway rollingstock, and parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","88","Aircraft, spacecraft, and parts thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","88","Aircraft, spacecraft, and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","89","Ships, boats and floating structures","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","89","Ships, boats and floating structures","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","90","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","4.30555555555556"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","90","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","4.30555555555556"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","91","Clocks and watches and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","91","Clocks and watches and parts thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","92","Musical instruments; parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","92","Musical instruments; parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","93","Arms and ammunition; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","93","Arms and ammunition; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates","A","Annual","A","Annual","PCT","Percent","2017","","","","6.42857142857143"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates","A","Annual","A","Annual","PCT","Percent","2018","","","","6.42857142857143"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","95","Toys, games and sports requisites; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","95","Toys, games and sports requisites; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","96","Miscellaneous manufactured articles","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","96","Miscellaneous manufactured articles","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","97","Works of art, collectors' pieces and antiques","A","Annual","A","Annual","PCT","Percent","2018","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","496","MNG","Mongolia","-","","-","HS","Harmonized System","97","Works of art, collectors' pieces and antiques","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","01","Live animals","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","01","Live animals","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","02","Meat and edible meat offal","A","Annual","A","Annual","PCT","Percent","2018","","","","2.24747474747475"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","02","Meat and edible meat offal","A","Annual","A","Annual","PCT","Percent","2017","","","","2.24747474747475"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","03","Fish and crustaceans, molluscs and other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2017","","","","0.078125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","03","Fish and crustaceans, molluscs and other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2018","","","","0.078125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2018","","","","1.04166666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","1.04166666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","PCT","Percent","2017","","","","0.3125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","PCT","Percent","2018","","","","0.3125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","PCT","Percent","2018","","","","1.00746268656716"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","PCT","Percent","2017","","","","1.00746268656716"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","PCT","Percent","2017","","","","0.294117647058824"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","PCT","Percent","2018","","","","0.294117647058824"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","PCT","Percent","2017","","","","1.94444444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","PCT","Percent","2018","","","","1.94444444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","PCT","Percent","2017","","","","3.39506172839506"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","PCT","Percent","2018","","","","3.39506172839506"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","PCT","Percent","2018","","","","0.102040816326531"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","PCT","Percent","2017","","","","0.102040816326531"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","A","Annual","A","Annual","PCT","Percent","2018","","","","0.685763888888889"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","0.685763888888889"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","16","Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2018","","","","1.94444444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","16","Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2017","","","","1.94444444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","17","Sugars and sugar confectionery","A","Annual","A","Annual","PCT","Percent","2017","","","","1.39705882352941"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","17","Sugars and sugar confectionery","A","Annual","A","Annual","PCT","Percent","2018","","","","1.39705882352941"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","18","Cocoa and cocoa preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","2.27272727272727"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","18","Cocoa and cocoa preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","2.27272727272727"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","19","Preparations of cereals, flour, starch or milk; pastrycooks' products","A","Annual","A","Annual","PCT","Percent","2018","","","","4.64912280701754"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","19","Preparations of cereals, flour, starch or milk; pastrycooks' products","A","Annual","A","Annual","PCT","Percent","2017","","","","4.64912280701754"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","20","Preparations of vegetables, fruit, nuts or other parts of plants","A","Annual","A","Annual","PCT","Percent","2017","","","","4.01098901098901"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","20","Preparations of vegetables, fruit, nuts or other parts of plants","A","Annual","A","Annual","PCT","Percent","2018","","","","4.01098901098901"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","21","Miscellaneous edible preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","3.82575757575758"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","21","Miscellaneous edible preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","3.82575757575758"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","22","Beverages, spirits and vinegar","A","Annual","A","Annual","PCT","Percent","2017","","","","2.50868055555556"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","22","Beverages, spirits and vinegar","A","Annual","A","Annual","PCT","Percent","2018","","","","2.50868055555556"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","23","Residues and waste from the food industries; prepared animal fodder","A","Annual","A","Annual","PCT","Percent","2017","","","","1.01449275362319"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","23","Residues and waste from the food industries; prepared animal fodder","A","Annual","A","Annual","PCT","Percent","2018","","","","1.01449275362319"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","24","Tobacco and manufactured tobacco substitutes","A","Annual","A","Annual","PCT","Percent","2017","","","","2.125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","24","Tobacco and manufactured tobacco substitutes","A","Annual","A","Annual","PCT","Percent","2018","","","","2.125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","25","Salt; sulphur; earths and stone; plastering materials, lime and cement","A","Annual","A","Annual","PCT","Percent","2018","","","","0.0735294117647059"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","25","Salt; sulphur; earths and stone; plastering materials, lime and cement","A","Annual","A","Annual","PCT","Percent","2017","","","","0.0735294117647059"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","26","Ores, slag and ash","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","26","Ores, slag and ash","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","0.218467016436204"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","A","Annual","A","Annual","PCT","Percent","2018","","","","0.218467016436204"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes","A","Annual","A","Annual","PCT","Percent","2017","","","","0.114942528735632"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes","A","Annual","A","Annual","PCT","Percent","2018","","","","0.114942528735632"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","29","Organic chemicals","A","Annual","A","Annual","PCT","Percent","2017","","","","0.0454545454545455"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","29","Organic chemicals","A","Annual","A","Annual","PCT","Percent","2018","","","","0.0454545454545455"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","30","Pharmaceutical products","A","Annual","A","Annual","PCT","Percent","2017","","","","0.198863636363636"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","30","Pharmaceutical products","A","Annual","A","Annual","PCT","Percent","2018","","","","0.198863636363636"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","31","Fertilisers","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","31","Fertilisers","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","554","NZL","New Zealand","-","","-","HS","Harmonized System","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","A","Annual","A","Annual","PCT","Percent","2017","","","","0.799242424242424"
